id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
1714,Game Day,Episode 73,67.45,Sports,83.03,Sunday,Night,69.08,1,Positive,67.1537
1720,Study Sessions,Episode 18,114.94,Education,26.6,Sunday,Afternoon,88.8,3,Negative,74.42
1739,Tech Trends,Episode 48,72.99,Technology,76.14,Sunday,Afternoon,42.02,2,Neutral,34.15252
1740,Tech Talks,Episode 60,44.17,Technology,75.45,Sunday,Morning,45.09,0,Neutral,37.71527
1745,Gadget Geek,Episode 21,54.4680016,Technology,34.57,Sunday,Morning,92.15,3,Neutral,54.468
1747,Criminal Minds,Episode 62,,True Crime,50.89,Sunday,Night,28.14,0,Positive,40.13843
1757,Learning Lab,Episode 32,90.46,Education,72.7,Sunday,Afternoon,95.46,3,Negative,52.81
1758,Digital Digest,Episode 8,,Technology,35.25,Sunday,Afternoon,49.84,0,Negative,70.8668
1761,Comedy Corner,Episode 3,40.78,Comedy,61.39,Sunday,Night,99.02,0,Positive,35.73612
1763,Life Lessons,Episode 88,,Lifestyle,73.14,Sunday,Evening,68.43,2,Negative,27.14154
1777,Humor Hub,Episode 95,,Comedy,49.21,Sunday,Evening,98,0,Negative,56.92335
1784,Sports Central,Episode 74,54.79,Sports,89.17,Sunday,Night,26.02,0,Negative,47.93176
1786,Lifestyle Lounge,Episode 19,22.03,Lifestyle,61.25,Sunday,Morning,70.73,2,Positive,19.16514
1791,Business Insights,Episode 3,44.59,Business,96.69,Sunday,Morning,56.99,1,Negative,28.42
1798,News Roundup,Episode 86,80.99,News,94.87,Sunday,Afternoon,81.67,0,Positive,48.13792
1808,Educational Nuggets,Episode 95,,Education,75.04,Sunday,Evening,46.42,2,Positive,56.64174
1809,Current Affairs,Episode 66,13.9,News,48.52,Sunday,Evening,,0,Positive,11.01843
1823,Finance Focus,Episode 34,52.62,Business,29.73,Sunday,Evening,72.85,0,Negative,33.93048
1825,Tech Talks,Episode 94,38.82,Technology,32.61,Sunday,Afternoon,69.72,2,Neutral,17.57903
1836,Fashion Forward,Episode 12,64.3,Lifestyle,53.56,Sunday,Morning,1.3,1,Neutral,45.07163
1840,Fitness First,Episode 66,,Health,94.82,Sunday,Afternoon,,3,Neutral,78.06343
1848,Comedy Corner,Episode 38,65.11,Comedy,49.4,Sunday,Evening,89.79,0,Neutral,54.4
1856,Mystery Matters,Episode 88,10.65,True Crime,52.55,Sunday,Night,,3,Neutral,1.20395
1859,Style Guide,Episode 20,23.48,Lifestyle,66.81,Sunday,Evening,29.39,3,Negative,21.14858
1860,World Watch,Episode 9,67.93,News,78.98,Sunday,Night,34.2,2,Negative,48.96063
1889,True Crime Stories,Episode 100,108.37,True Crime,69.82,Sunday,Morning,94.19,1,Negative,48.08474
1890,Study Sessions,Episode 65,71.27,Education,74.81,Sunday,Afternoon,70.61,0,Negative,59.68573
1892,Wellness Wave,Episode 19,109.34,Health,84.81,Sunday,Morning,8.82,2,Negative,49.24332
1903,Money Matters,Episode 56,19.8,Business,95.32,Sunday,Evening,97.73,0,Neutral,9.79351
1907,Sport Spot,Episode 86,113.72,Sports,45.92,Sunday,Evening,54.89,3,Negative,56.52311
1910,Fashion Forward,Episode 33,16.79,Lifestyle,92.83,Sunday,Evening,92.41,0,Neutral,7.44649
1912,Joke Junction,Episode 40,61.19,Comedy,44.31,Sunday,Afternoon,43.82,2,Neutral,46.51694
1918,Crime Chronicles,Episode 48,71.94,True Crime,54.82,Sunday,Morning,,2,Negative,52.36252
1925,Funny Folks,Episode 51,63.73,Comedy,92.1,Sunday,Evening,58.48,2,Positive,48.52758
1926,True Crime Stories,Episode 71,52.99,True Crime,87.65,Sunday,Evening,,1,Negative,35.29737
1932,Sports Weekly,Episode 24,47.8,Sports,39.11,Sunday,Morning,,3,Positive,22.00074
1934,Healthy Living,Episode 36,7.92,Health,90.87,Sunday,Afternoon,43.41,2,Neutral,0.28175
1939,Innovators,Episode 41,118.05,Technology,68.64,Sunday,Afternoon,97.39,3,Negative,77.66
1944,Innovators,Episode 6,50.97,Technology,79.28,Sunday,Afternoon,98.31,3,Positive,36.44268
1950,Fashion Forward,Episode 33,47.32,Lifestyle,48.52,Sunday,Evening,81.78,2,Positive,30.65708
1952,News Roundup,Episode 85,16.72,News,20.83,Sunday,Morning,83.13,2,Neutral,16.10057
1954,Lifestyle Lounge,Episode 96,84.08,Lifestyle,89.56,Sunday,Night,40.13,1,Neutral,54.92142
1973,Detective Diaries,Episode 79,53.6,True Crime,26.94,Sunday,Afternoon,25.27,1,Neutral,41.00392
1984,Healthy Living,Episode 80,43.13,Health,69.45,Sunday,Evening,5.33,1,Neutral,40.34256
1990,Detective Diaries,Episode 93,103.19,True Crime,53.3,Sunday,Evening,37.19,2,Negative,66.87899
1992,Lifestyle Lounge,Episode 82,87.99,Lifestyle,43,Sunday,Morning,93.9,0,Positive,78.9318
2017,Lifestyle Lounge,Episode 63,62.64,Lifestyle,98.69,Sunday,Night,69.32,0,Negative,34.69831
2024,Sport Spot,Episode 3,40.83,Sports,56.53,Sunday,Night,5.22,2,Negative,29.42777
2028,Fitness First,Episode 1,65.93,Health,59.36,Sunday,Evening,,2,Neutral,37.06227
2029,World Watch,Episode 6,,News,43.83,Sunday,Afternoon,15.79,0,Neutral,61.45352
2038,Tech Trends,Episode 18,11.95,Technology,46.68,Sunday,Night,12.72,1,Positive,9.65238
2050,Business Briefs,Episode 29,97.69,Business,86.62,Sunday,Night,91.22,2,Neutral,52.04
2055,Business Insights,Episode 37,29.69,Business,96.78,Sunday,Evening,32.33,3,Positive,26.18568
2056,Wellness Wave,Episode 72,97.86,Health,98,Sunday,Morning,0.69,0,Negative,95.39811
2058,Healthy Living,Episode 7,88.57,Health,79.13,Sunday,Evening,13.58,1,Negative,51.34709
2059,Business Insights,Episode 50,6.6,Business,67.19,Sunday,Evening,,3,Negative,0
2065,Life Lessons,Episode 99,72.37,Lifestyle,27.44,Sunday,Morning,,1,Negative,68.78701
2070,Educational Nuggets,Episode 96,,Education,32.25,Sunday,Evening,97.53,1,Positive,20.05343
2082,Detective Diaries,Episode 55,100.83,True Crime,66.38,Sunday,Morning,2.28,0,Positive,67.00361
2083,Health Hour,Episode 5,31.54,Health,94.78,Sunday,Evening,73.82,1,Neutral,22.77014
2087,Digital Digest,Episode 30,57.05,Technology,25.52,Sunday,Evening,51.57,1,Negative,54.69262
2097,Market Masters,Episode 9,44.44,Business,39.53,Sunday,Evening,68.08,3,Neutral,16.07745
2111,Fashion Forward,Episode 29,52.01,Lifestyle,80.42,Sunday,Morning,29.35,1,Neutral,38.08999
2112,Life Lessons,Episode 67,26.27,Lifestyle,80.42,Sunday,Evening,,1,Positive,15.15
2113,Lifestyle Lounge,Episode 96,,Lifestyle,62.87,Sunday,Night,29.66,1,Neutral,65.77273
2118,Melody Mix,Episode 6,27.41,Music,90.63,Sunday,Morning,43.85,0,Neutral,19.9995
2131,Mystery Matters,Episode 72,54.22,True Crime,54.48,Sunday,Morning,91.41,3,Neutral,33.30356
2138,Comedy Corner,Episode 11,9.58,Comedy,30.27,Sunday,Night,7.94,2,Negative,1.43147
2139,Healthy Living,Episode 84,65.67,Health,27.23,Sunday,Evening,71.24,2,Negative,36.19
2146,Current Affairs,Episode 85,92.54,News,50.29,Sunday,Afternoon,6.08,1,Neutral,76.22833
2153,Innovators,Episode 60,94.45,Technology,23.17,Sunday,Night,,2,Neutral,81.48673
2154,Digital Digest,Episode 71,31.85,Technology,38.35,Sunday,Morning,51.33,3,Neutral,15.35489
2159,Business Insights,Episode 100,87.66,Business,40.3,Sunday,Afternoon,,3,Positive,55.53372
2163,Life Lessons,Episode 74,52.48,Lifestyle,84.03,Sunday,Morning,82.75,1,Negative,49.33647
2166,Healthy Living,Episode 98,49.42,Health,49.7,Sunday,Afternoon,48.37,3,Positive,28.01828
2176,Fitness First,Episode 33,10.51,Health,60.31,Sunday,Evening,78.48,0,Negative,1.73233
2181,Laugh Line,Episode 74,,Comedy,54.56,Sunday,Evening,24.47,3,Positive,0.10329
2192,Health Hour,Episode 84,31.03,Health,23,Sunday,Morning,57.61,1,Negative,15.14
2199,Fitness First,Episode 7,14.46,Health,31.14,Sunday,Night,36.69,0,Neutral,12.12361
2209,Tech Talks,Episode 56,94.87,Technology,24.93,Sunday,Morning,,2,Negative,80.95153
2216,Game Day,Episode 67,10.17,Sports,45.11,Sunday,Evening,47.72,0,Positive,6.0991
2221,Mystery Matters,Episode 1,55.1,True Crime,68.79,Sunday,Afternoon,6.29,1,Positive,35.76254
2243,Detective Diaries,Episode 100,87.87,True Crime,87.54,Sunday,Evening,,1,Positive,65.89964
2245,Sports Central,Episode 79,91.59,Sports,68.2,Sunday,Evening,9.98,1,Neutral,62.77572
2250,Tech Trends,Episode 70,56.05,Technology,24.5,Sunday,Morning,,1,Neutral,39.09667
2252,Mystery Matters,Episode 25,95.08,True Crime,66.82,Sunday,Evening,59.27,1,Neutral,76.22936
2256,Sound Waves,Episode 67,8.93,Music,36.83,Sunday,Afternoon,74.04,2,Negative,5.6418
2259,Melody Mix,Episode 29,70.47,Music,42.12,Sunday,Night,70.64,2,Negative,41.38725
2266,Brain Boost,Episode 69,64.34,Education,58.26,Sunday,Morning,83.44,2,Positive,47.38231
2285,Home & Living,Episode 81,34.57,Lifestyle,61.45,Sunday,Evening,93.59,1,Negative,23.75192
2290,Game Day,Episode 8,37.02,Sports,55.71,Sunday,Night,4.15,2,Negative,35.772
2300,News Roundup,Episode 95,,News,87.89,Sunday,Afternoon,62.94,0,Neutral,84.75179
2302,Lifestyle Lounge,Episode 22,97.99,Lifestyle,55.73,Sunday,Morning,80.09,0,Positive,84.50119
2309,Athlete's Arena,Episode 3,16.38,Sports,35.79,Sunday,Morning,35.58,3,Positive,8.46265
2314,Sports Weekly,Episode 77,116.68,Sports,98.11,Sunday,Evening,69.68,2,Neutral,115.36331
2315,Home & Living,Episode 63,17.3,Lifestyle,67.73,Sunday,Evening,79.76,3,Positive,14.42018
2320,Joke Junction,Episode 97,67.49,Comedy,50.78,Sunday,Night,96.65,0,Negative,48.88102
2335,Criminal Minds,Episode 24,,True Crime,88.72,Sunday,Night,4.59,1,Negative,29.25
2339,Brain Boost,Episode 75,,Education,69.43,Sunday,Evening,1.23,3,Negative,15.99495
2341,Fashion Forward,Episode 84,99.24,Lifestyle,91.16,Sunday,Night,,1,Positive,76.69242
2345,Melody Mix,Episode 88,107.4,Music,24.52,Sunday,Night,,1,Positive,57.86505
2360,Current Affairs,Episode 83,105.96,News,63.77,Sunday,Morning,17.97,0,Positive,104.4
2361,Finance Focus,Episode 42,6.6,Business,44.01,Sunday,Evening,,1,Negative,0
2364,Sports Central,Episode 64,8.76,Sports,30.92,Sunday,Evening,55.85,2,Negative,4.88602
2371,Melody Mix,Episode 15,95.42,Music,49.23,Sunday,Night,,0,Positive,88.01183
2376,Business Insights,Episode 80,57.66,Business,44.18,Sunday,Morning,,3,Negative,55.64
2382,Crime Chronicles,Episode 40,61.3,True Crime,89.24,Sunday,Morning,59.97,0,Neutral,56.05056
2399,Sound Waves,Episode 66,41.07,Music,88.9,Sunday,Morning,5.62,0,Negative,37.03006
2404,Sports Weekly,Episode 8,107.04,Sports,81.81,Sunday,Night,,3,Neutral,89.66883
2407,Home & Living,Episode 13,27.81,Lifestyle,23.15,Sunday,Night,44.75,0,Negative,18.05722
2408,Business Insights,Episode 46,,Business,52.33,Sunday,Night,16.41,1,Neutral,50.56762
2413,Crime Chronicles,Episode 77,54.48,True Crime,48.64,Sunday,Morning,85.88,1,Negative,52.75435
2425,Fashion Forward,Episode 43,81.13,Lifestyle,82.22,Sunday,Afternoon,85.29,2,Negative,45.86176
2432,Comedy Corner,Episode 72,42.24,Comedy,92,Sunday,Afternoon,8.85,2,Negative,24.43979
2436,World Watch,Episode 80,68.42,News,85.78,Sunday,Morning,,1,Neutral,46.30348
2441,Fashion Forward,Episode 24,27.69,Lifestyle,65.76,Sunday,Morning,57.01,2,Positive,15.71
2442,Funny Folks,Episode 64,57.61,Comedy,79.7,Sunday,Night,12.87,0,Neutral,45.82914
2453,Finance Focus,Episode 40,15.11,Business,68.12,Sunday,Evening,,1,Neutral,1.84542
2456,Gadget Geek,Episode 71,,Technology,96.33,Sunday,Morning,62.73,1,Negative,98.55486
2458,Tune Time,Episode 83,102.83,Music,64.32,Sunday,Evening,90.97,0,Negative,95.94812
2462,Money Matters,Episode 81,81.13,Business,72.89,Sunday,Evening,83.06,2,Negative,52.05896
2481,Style Guide,Episode 80,57.07,Lifestyle,20.49,Sunday,Morning,87.37,1,Negative,56.53757
2488,Daily Digest,Episode 59,63.21,News,98.13,Sunday,Evening,28.48,2,Negative,43.25739
2490,Comedy Corner,Episode 91,44.6,Comedy,29.45,Sunday,Night,32.98,0,Negative,32.72772
2496,Lifestyle Lounge,Episode 56,,Lifestyle,66.09,Sunday,Afternoon,52.82,0,Neutral,20.49389
2501,Wellness Wave,Episode 94,,Health,36.41,Sunday,Afternoon,,2,Positive,26.01595
2514,World Watch,Episode 18,96.15,News,38.85,Sunday,Night,54.56,3,Neutral,55.33234
2516,World Watch,Episode 94,56.64,News,29.03,Sunday,Afternoon,,2,Negative,32.2434
2518,Health Hour,Episode 46,64.49,Health,56.51,Sunday,Night,26.97,3,Negative,43.76334
2523,Crime Chronicles,Episode 15,46.09,True Crime,55.05,Sunday,Morning,39.2,1,Negative,27.06792
2536,Innovators,Episode 9,77.05,Technology,68.37,Sunday,Evening,14.49,1,Positive,42.29631
2538,Mystery Matters,Episode 18,66.22,True Crime,34.16,Sunday,Afternoon,65.99,3,Neutral,40.01242
2539,Global News,Episode 21,40.22,News,25.45,Sunday,Afternoon,99.56,1,Negative,38.078
2542,Lifestyle Lounge,Episode 96,14.65,Lifestyle,47.73,Sunday,Night,25.81,2,Neutral,2.83242
2545,Tech Talks,Episode 24,53.68,Technology,80.58,Sunday,Morning,93.39,1,Negative,50.91
2547,Style Guide,Episode 66,5.84,Lifestyle,36.53,Sunday,Afternoon,51.1,1,Positive,2.66205
2560,Criminal Minds,Episode 33,100.82,True Crime,25.28,Sunday,Night,21.99,1,Neutral,94.03918
2572,World Watch,Episode 57,44.33,News,70.61,Sunday,Night,26.82,0,Positive,38.62085
2574,Business Briefs,Episode 27,,Business,38.67,Sunday,Afternoon,42.82,0,Negative,59.94264
2579,Lifestyle Lounge,Episode 90,108.78,Lifestyle,28.33,Sunday,Evening,52.46,1,Positive,99.31387
2581,Humor Hub,Episode 32,52.32,Comedy,67.72,Sunday,Morning,79.05,0,Negative,43.68512
2585,Healthy Living,Episode 22,20.32,Health,25.09,Sunday,Night,,0,Positive,19.52949
2593,Money Matters,Episode 30,112.83,Business,30.85,Sunday,Afternoon,58.53,1,Neutral,105.97
2595,Innovators,Episode 11,46.62,Technology,23.87,Sunday,Morning,,1,Positive,44.99277
2600,True Crime Stories,Episode 18,115.7,True Crime,58.81,Sunday,Evening,28.72,0,Negative,69.13053
2614,Sports Central,Episode 72,77.11,Sports,42.48,Sunday,Afternoon,42.84,2,Neutral,48.29686
2617,Criminal Minds,Episode 81,19.57,True Crime,40.17,Sunday,Evening,54.22,2,Negative,17.85563
2621,Music Matters,Episode 22,103.57,Music,37.88,Sunday,Evening,80.77,0,Neutral,78.67808
2622,Sound Waves,Episode 32,32.22,Music,54.78,Sunday,Afternoon,,2,Neutral,21.40798
2634,Funny Folks,Episode 34,82.32,Comedy,60.62,Sunday,Night,,0,Positive,70.91843
2641,Sports Central,Episode 55,15.35,Sports,74.77,Sunday,Afternoon,77.31,3,Neutral,12.54206
2651,Educational Nuggets,Episode 67,109.84,Education,47.96,Sunday,Evening,,1,Neutral,68.25698
2660,Sports Weekly,Episode 79,39.68,Sports,87.24,Sunday,Afternoon,79.14,3,Negative,21.79305
2666,Sport Spot,Episode 1,6.36,Sports,40.72,Sunday,Evening,70.1,2,Negative,4.37368
2684,Tune Time,Episode 42,,Music,21.09,Sunday,Evening,10.18,2,Positive,86.0699
2692,Game Day,Episode 3,68.54,Sports,31.84,Sunday,Afternoon,,1,Negative,35.29
2693,Educational Nuggets,Episode 79,107.81,Education,37.72,Sunday,Morning,50.91,2,Negative,60.03
2695,Athlete's Arena,Episode 29,26.82,Sports,53.15,Sunday,Morning,39.51,1,Positive,11.87
2704,Learning Lab,Episode 16,29.35,Education,40.24,Sunday,Morning,96.97,0,Neutral,29.14144
2716,Crime Chronicles,Episode 64,91.61,True Crime,61.15,Sunday,Afternoon,34.39,1,Positive,66.11906
2720,Tune Time,Episode 65,102.48,Music,96.43,Sunday,Night,21.19,0,Neutral,79.66108
2725,Fitness First,Episode 63,88.06,Health,97.63,Sunday,Morning,86.93,2,Positive,52.44523
2728,Tune Time,Episode 47,,Music,77.1,Sunday,Afternoon,,1,Positive,53.59534
2738,Current Affairs,Episode 57,53.22,News,61.52,Sunday,Evening,63.91,1,Neutral,35.01582
2742,World Watch,Episode 15,103.03,News,98.07,Sunday,Night,78.91,3,Positive,48.00782
2751,Brain Boost,Episode 55,8.28,Education,90.06,Sunday,Night,,0,Positive,5.4726
2763,Business Insights,Episode 27,81.28,Business,55.71,Sunday,Evening,78.19,1,Positive,54.60409
2779,Brain Boost,Episode 13,33.53,Education,47.11,Sunday,Evening,,2,Neutral,21.82434
2780,Mystery Matters,Episode 24,24.07,True Crime,40.95,Sunday,Afternoon,71.61,3,Negative,15.7011
2788,Home & Living,Episode 9,33.85,Lifestyle,49.75,Sunday,Morning,94.85,0,Positive,33.89817
2789,Digital Digest,Episode 22,115.69,Technology,63.11,Sunday,Morning,32.49,3,Positive,112
2801,Sound Waves,Episode 23,88.38,Music,67.27,Sunday,Evening,2.79,1,Negative,67.12354
2819,News Roundup,Episode 29,39.17,News,31.57,Sunday,Morning,5.96,2,Positive,27.67334
2820,Life Lessons,Episode 66,,Lifestyle,66.39,Sunday,Night,,2,Neutral,46.78553
2843,Humor Hub,Episode 72,,Comedy,72.98,Sunday,Evening,8.49,2,Negative,48.63
2861,Crime Chronicles,Episode 49,109.06,True Crime,73.07,Sunday,Afternoon,74.59,0,Neutral,81.15668
2869,Digital Digest,Episode 48,87.31,Technology,94.09,Sunday,Afternoon,,0,Neutral,74.13388
2871,Detective Diaries,Episode 99,79.29,True Crime,98.4,Sunday,Evening,31.84,0,Neutral,50.3
2895,Sports Weekly,Episode 100,8.6,Sports,84.16,Sunday,Morning,,3,Neutral,4.05252
2900,Athlete's Arena,Episode 9,71.45,Sports,41.92,Sunday,Morning,51.58,3,Negative,42.95124
2906,Current Affairs,Episode 78,22.7,News,83.74,Sunday,Afternoon,15.6,2,Positive,20.58
2907,Athlete's Arena,Episode 18,105.18,Sports,26.18,Sunday,Evening,,0,Negative,76.16
2911,Life Lessons,Episode 68,89.78,Lifestyle,47.23,Sunday,Morning,,0,Positive,50.99911
2914,Game Day,Episode 88,60.88,Sports,33.64,Sunday,Morning,20.03,2,Neutral,40.90074
2919,Style Guide,Episode 15,6.89,Lifestyle,41.09,Sunday,Afternoon,95.54,2,Positive,4.55194
2924,World Watch,Episode 61,56.82,News,89.58,Sunday,Evening,76.96,3,Negative,39.83274
2927,Current Affairs,Episode 24,96.03,News,99.4,Sunday,Afternoon,64.42,3,Negative,69.54799
2932,Sound Waves,Episode 98,94.4,Music,58.72,Sunday,Night,79.59,3,Neutral,66.17
2951,Tech Trends,Episode 19,119.47,Technology,69.79,Sunday,Afternoon,63.41,3,Positive,119.44
2953,Tech Talks,Episode 69,109.3,Technology,45.32,Sunday,Night,61.41,0,Neutral,53.32882
2994,Wellness Wave,Episode 1,95.29,Health,37.45,Sunday,Morning,41.23,3,Negative,77.57912
3002,Melody Mix,Episode 94,37.02,Music,71.02,Sunday,Evening,91.03,2,Negative,13.01
3003,News Roundup,Episode 46,103.83,News,61.03,Sunday,Night,,2,Negative,54.97458
3004,Tech Talks,Episode 77,39.51,Technology,39.46,Sunday,Afternoon,51.65,0,Positive,33.08863
3024,True Crime Stories,Episode 91,104.67,True Crime,67.99,Sunday,Afternoon,71.93,3,Positive,101.05244
3026,Fashion Forward,Episode 86,,Lifestyle,93.82,Sunday,Night,95.32,0,Neutral,0.77472
3028,Humor Hub,Episode 76,21.43,Comedy,39.69,Sunday,Night,91.7,0,Negative,15.80453
3031,Detective Diaries,Episode 6,,True Crime,49.67,Sunday,Evening,40.11,1,Positive,79.62786
3042,Lifestyle Lounge,Episode 61,69.71,Lifestyle,97.9,Sunday,Evening,9.08,2,Neutral,27.44339
3044,Game Day,Episode 46,,Sports,53.04,Sunday,Afternoon,69.52,0,Positive,48.16597
3055,Sport Spot,Episode 84,53.43,Sports,52.29,Sunday,Evening,53.61,3,Neutral,35.94263
3056,Life Lessons,Episode 13,,Lifestyle,85.45,Sunday,Evening,25.58,3,Neutral,47.07054
3064,Detective Diaries,Episode 39,76.93,True Crime,75.46,Sunday,Morning,89.63,3,Negative,60.47049
3065,True Crime Stories,Episode 19,9.64,True Crime,28.12,Sunday,Afternoon,95.68,0,Neutral,9.64
3070,Educational Nuggets,Episode 52,109.79,Education,68.66,Sunday,Evening,,3,Neutral,72.37794
3073,Tech Trends,Episode 99,7.65,Technology,38.64,Sunday,Afternoon,81.18,0,Neutral,7.65
3080,Business Briefs,Episode 57,,Business,73.97,Sunday,Afternoon,23.03,0,Positive,65.01518
3083,Finance Focus,Episode 59,111.4,Business,82.29,Sunday,Evening,,1,Negative,81.86328
3095,Brain Boost,Episode 74,,Education,66.82,Sunday,Night,93.43,0,Negative,6.50957
3098,Market Masters,Episode 62,6.598,Business,54.23,Sunday,Morning,33.22,3,Positive,6.59814
3099,News Roundup,Episode 57,90.34,News,72.28,Sunday,Morning,12.57,1,Neutral,44.39073
3111,Melody Mix,Episode 95,51.31,Music,51.54,Sunday,Afternoon,75.42,1,Negative,38.12117
3119,News Roundup,Episode 72,108.42,News,92.38,Sunday,Evening,92.3,0,Positive,94.31064
3129,Health Hour,Episode 86,65.22,Health,37.96,Sunday,Afternoon,47.82,2,Neutral,61.06242
3131,News Roundup,Episode 66,34.51,News,62.68,Sunday,Afternoon,,3,Neutral,9.21424
3134,Tune Time,Episode 50,,Music,78.63,Sunday,Night,35.32,1,Negative,14.82
3139,Tech Talks,Episode 39,68.06,Technology,53.59,Sunday,Morning,99.93,0,Neutral,56.85199
3155,Wellness Wave,Episode 94,35.69,Health,38.97,Sunday,Night,79.13,3,Negative,32.35973
3166,Melody Mix,Episode 84,114.41,Music,47.66,Sunday,Evening,,0,Positive,49.82955
3178,Tech Talks,Episode 11,60.08,Technology,33.39,Sunday,Evening,,2,Positive,49.49529
3182,Athlete's Arena,Episode 36,79.01,Sports,70.72,Sunday,Morning,68.87,1,Positive,59.14574
3213,Sport Spot,Episode 81,90.11,Sports,78.08,Sunday,Night,,1,Positive,84.79919
3217,Music Matters,Episode 75,25.82,Music,86.82,Sunday,Evening,88.46,1,Neutral,10.92
3224,Tune Time,Episode 65,92.31,Music,62.76,Sunday,Afternoon,46.94,1,Negative,83.38029
3233,Humor Hub,Episode 83,56.35,Comedy,21.56,Sunday,Afternoon,54.93,3,Negative,38.94412
3251,Tech Talks,Episode 80,44.66,Technology,52.66,Sunday,Night,55.77,0,Negative,30.34
3267,Daily Digest,Episode 10,46.58,News,94.05,Sunday,Night,,0,Positive,34.87287
3270,Health Hour,Episode 34,76.93,Health,77.36,Sunday,Afternoon,2.42,1,Neutral,48.99
3272,Fitness First,Episode 86,87.14,Health,81.8,Sunday,Evening,80.59,0,Positive,71.11984
3278,Finance Focus,Episode 24,25.76,Business,64.26,Sunday,Evening,39.47,3,Negative,17.86
3279,Style Guide,Episode 78,59.15,Lifestyle,59.66,Sunday,Afternoon,97.27,1,Positive,21.0331
3284,Brain Boost,Episode 86,106.09,Education,94.99,Sunday,Morning,13.97,1,Neutral,75.50427
3292,Digital Digest,Episode 93,36.24,Technology,53.72,Sunday,Evening,76.56,0,Positive,32.39316
3296,Mind & Body,Episode 93,97.22,Health,58.76,Sunday,Evening,,2,Positive,59.9607
3298,Athlete's Arena,Episode 79,103.19,Sports,41.81,Sunday,Night,57.35,2,Neutral,74.67672
3299,Business Briefs,Episode 92,115.45,Business,91.05,Sunday,Night,36.3,1,Positive,65.48873
3310,Detective Diaries,Episode 57,81.38,True Crime,95.78,Sunday,Afternoon,62.38,0,Positive,79.76053
